transaction_id,customer_id,transaction_date,online_order,order_status,goods_id
217,1140,6/9/17,False,Approved,81
218,621,4/21/17,False,Approved,130
219,3307,11/13/17,False,Approved,131
220,1502,4/9/17,True,Approved,106
221,936,5/8/17,False,Approved,50
222,939,7/8/17,True,Approved,132
223,2698,11/30/17,False,Approved,131
224,579,4/25/17,True,Approved,108
225,2036,3/30/17,True,Approved,18
226,3077,3/10/17,False,Approved,132
227,369,3/16/17,True,Approved,38
228,821,4/4/17,True,Approved,133
229,2687,3/13/17,True,Approved,23
230,681,12/23/17,True,Approved,38
231,37,8/12/17,True,Approved,134
232,3002,8/4/17,False,Approved,135
233,396,9/1/17,False,Approved,97
234,550,9/1/17,True,Approved,113
235,1605,7/2/17,False,Approved,40
236,2325,8/31/17,True,Approved,136
237,1420,3/11/17,True,Approved,122
238,3099,10/8/17,False,Approved,10
239,1645,10/1/17,True,Approved,12
240,546,11/23/17,False,Approved,63
241,2885,3/27/17,True,Approved,38
242,2740,12/4/17,False,Approved,120
243,3166,11/13/17,True,Approved,126
244,3487,12/20/17,True,Approved,137
245,2890,9/22/17,True,Approved,17
246,3370,1/22/17,False,Approved,86
247,3393,1/29/17,True,Approved,61
248,2410,7/21/17,False,Approved,120
249,3466,2/10/17,True,Approved,12
250,1454,11/25/17,False,Cancelled,138
251,1967,4/11/17,,Approved,126
252,3089,12/3/17,False,Approved,5
253,3123,12/30/17,False,Approved,131
254,2692,7/26/17,False,Approved,9
255,2801,4/1/17,True,Cancelled,100
256,1580,10/22/17,True,Approved,139
257,352,3/22/17,False,Approved,91
258,1777,6/15/17,True,Approved,71
259,142,7/6/17,True,Approved,60
260,3393,12/28/17,False,Approved,103
261,599,5/9/17,False,Approved,68
262,1258,1/18/17,False,Approved,46
263,3405,10/22/17,True,Approved,88
264,3198,1/30/17,False,Approved,140
265,834,6/26/17,False,Approved,83
266,3467,11/7/17,True,Approved,31
267,3436,8/13/17,True,Approved,108
268,1516,8/27/17,False,Approved,141
269,2833,1/25/17,True,Approved,95
270,2362,2/13/17,False,Approved,1
271,2337,7/11/17,False,Approved,19
272,2149,4/30/17,True,Approved,142
273,2133,5/19/17,False,Approved,37
274,360,5/26/17,True,Approved,42
275,2969,2/3/17,True,Approved,33
276,1720,4/28/17,False,Approved,143
277,2904,3/23/17,False,Approved,74
278,754,6/3/17,False,Approved,102
279,1826,4/25/17,False,Approved,50
280,2487,4/8/17,False,Approved,90
281,2815,2/18/17,False,Approved,127
282,541,5/4/17,False,Approved,26
283,302,3/29/17,False,Approved,14
284,2024,10/3/17,True,Approved,31
285,142,7/27/17,True,Approved,138
286,768,8/7/17,True,Approved,56
287,2147,2/7/17,True,Approved,144
288,529,11/20/17,True,Approved,78
289,825,2/23/17,False,Approved,133
290,624,4/5/17,True,Approved,35
291,2302,11/7/17,False,Approved,140
292,3380,10/28/17,False,Approved,145
293,314,11/19/17,False,Approved,146
294,1079,8/25/17,True,Approved,16
295,1643,1/20/17,True,Approved,95
296,1524,3/14/17,True,Approved,46
297,3205,4/14/17,True,Approved,143
298,2860,11/20/17,True,Approved,68
299,772,5/24/17,False,Approved,133
300,323,3/25/17,True,Approved,53
301,2530,3/24/17,,Approved,5
302,2426,3/17/17,True,Approved,82
303,1883,11/18/17,False,Approved,138
304,2745,4/7/17,False,Approved,10
305,2819,1/4/17,False,Approved,40
306,792,12/13/17,False,Approved,147
307,923,4/20/17,False,Approved,50
308,3353,7/21/17,False,Approved,98
309,3394,11/27/17,False,Approved,141
310,3213,10/21/17,False,Approved,81
311,3260,3/7/17,False,Approved,55
312,1015,12/4/17,False,Approved,26
313,2266,1/25/17,False,Approved,37
314,58,8/20/17,True,Approved,42
315,3118,12/18/17,True,Approved,130
316,1414,8/1/17,False,Approved,67
317,2202,6/19/17,True,Approved,109
318,2144,5/31/17,True,Approved,39
319,1033,10/9/17,True,Approved,91
320,2157,6/20/17,True,Approved,61
321,1097,1/23/17,False,Approved,78
322,2757,4/19/17,False,Approved,10
323,87,11/8/17,True,Approved,100
324,2049,10/11/17,False,Approved,148
325,952,11/14/17,True,Approved,67
326,1745,1/20/17,False,Approved,35
327,40,5/9/17,True,Approved,26
328,372,10/17/17,True,Approved,80
329,1627,8/11/17,True,Approved,16
330,444,11/15/17,False,Approved,26
331,217,5/23/17,False,Approved,149
332,1656,8/2/17,True,Approved,113
333,485,12/16/17,True,Approved,150
334,2252,2/21/17,False,Approved,151
335,3103,11/1/17,False,Approved,72
336,506,10/5/17,True,Approved,35
337,1615,10/30/17,,Approved,129
338,1881,1/2/17,True,Approved,39
339,2903,12/4/17,True,Approved,91
340,1274,12/16/17,False,Approved,71
341,1443,8/27/17,False,Approved,26
342,2091,3/14/17,False,Approved,85
343,1478,3/11/17,,Approved,149
344,1493,7/9/17,False,Approved,136
345,1614,3/21/17,False,Approved,62
346,476,7/19/17,False,Approved,138
347,1777,4/12/17,True,Approved,14
348,940,8/11/17,False,Approved,127
349,2930,10/20/17,True,Approved,111
350,2354,10/26/17,True,Approved,19
351,1582,6/15/17,False,Approved,152
352,416,6/19/17,False,Approved,115
353,1013,4/20/17,True,Approved,74
354,533,11/14/17,False,Approved,153
355,968,3/22/17,True,Approved,20
356,727,7/9/17,True,Approved,4
357,1160,4/13/17,False,Approved,40
358,3425,12/6/17,True,Approved,42
359,1614,11/10/17,True,Approved,96
360,2140,4/26/17,True,Approved,154
361,2589,1/31/17,False,Approved,8
362,2920,9/22/17,True,Approved,98
363,62,8/14/17,True,Approved,69
364,1112,9/13/17,False,Approved,39
365,1995,5/3/17,True,Approved,77
366,1965,8/22/17,False,Approved,52
367,1614,3/10/17,False,Approved,155
368,366,1/24/17,True,Approved,147
369,2682,7/29/17,False,Approved,94
370,2993,8/3/17,True,Approved,5
371,1887,8/28/17,False,Approved,31
372,1692,8/16/17,True,Approved,56
373,1927,6/24/17,False,Approved,26
374,2567,3/7/17,False,Approved,61
375,3276,7/5/17,True,Approved,156
376,1808,2/9/17,False,Approved,73
377,2368,10/17/17,False,Approved,98
378,470,10/27/17,False,Approved,88
379,3270,3/3/17,False,Approved,83
380,1683,8/20/17,True,Approved,2
381,880,9/18/17,True,Approved,30
382,309,12/2/17,True,Approved,153
383,1698,11/28/17,True,Approved,77
384,1434,8/28/17,False,Approved,9
385,2712,5/14/17,False,Approved,130
386,892,10/1/17,False,Approved,133
387,832,10/15/17,True,Approved,111
388,1033,5/3/17,True,Approved,13
389,2834,2/15/17,True,Approved,68
390,3015,1/4/17,False,Approved,16
391,3484,10/12/17,False,Approved,151
392,2775,3/19/17,False,Approved,102
393,1208,8/30/17,True,Approved,57
394,2109,6/29/17,False,Approved,150
395,3195,10/12/17,True,Approved,157
396,3366,6/27/17,True,Approved,4
397,2492,2/27/17,False,Approved,8
398,389,3/12/17,True,Approved,42
399,1306,12/18/17,,Approved,153
400,552,7/24/17,True,Approved,158
401,3009,5/5/17,False,Approved,20
402,2925,6/14/17,False,Approved,4
403,140,2/17/17,False,Approved,101
404,209,9/14/17,True,Approved,100
405,225,6/19/17,False,Approved,33
406,1595,4/17/17,False,Approved,142
407,2559,6/14/17,True,Approved,159
408,769,12/11/17,False,Approved,143
409,1282,5/8/17,False,Approved,122
410,2377,3/7/17,False,Approved,20
411,3355,12/30/17,False,Approved,67
412,2350,5/11/17,True,Approved,83
413,720,9/9/17,False,Approved,48
414,3249,2/2/17,True,Approved,91
415,2939,10/1/17,True,Approved,33
416,1035,11/3/17,True,Approved,68
417,492,10/2/17,False,Approved,69
418,3100,12/10/17,True,Approved,77
419,1586,4/19/17,False,Approved,160
420,31,5/25/17,True,Approved,161
421,887,4/28/17,False,Approved,162
422,3356,8/26/17,False,Approved,95
423,2498,9/15/17,True,Approved,20
424,3415,3/3/17,True,Approved,41
425,2828,9/6/17,False,Approved,163
426,3117,4/24/17,True,Approved,77
427,2850,11/19/17,False,Approved,75
428,2779,11/30/17,True,Approved,67
429,683,12/15/17,False,Approved,65
430,2342,10/26/17,False,Approved,63
431,3388,2/12/17,False,Approved,98
432,1968,6/19/17,True,Approved,16
433,2923,12/17/17,True,Approved,77
434,15,3/10/17,False,Approved,100
435,2659,7/22/17,True,Approved,164
436,3417,9/26/17,True,Approved,89
437,1862,8/27/17,True,Approved,139
438,1670,4/17/17,False,Approved,33
439,2126,12/5/17,True,Approved,17
440,2702,10/20/17,True,Approved,18
441,125,2/25/17,True,Approved,90
442,750,4/24/17,True,Approved,126
443,359,1/25/17,False,Approved,165
444,2820,9/10/17,False,Approved,17
445,850,11/25/17,True,Approved,91
446,3072,5/23/17,False,Approved,58
447,820,6/23/17,False,Approved,158
448,919,9/28/17,True,Approved,53
449,1250,3/31/17,False,Approved,76
450,1655,5/1/17,False,Approved,11
451,1194,12/2/17,True,Approved,166
452,234,3/20/17,False,Approved,128
453,724,11/22/17,False,Approved,102
454,1976,5/3/17,False,Approved,102
455,193,8/16/17,True,Approved,85
456,1588,1/30/17,True,Approved,62
457,290,10/10/17,False,Approved,111
458,167,3/25/17,False,Approved,136
459,2821,4/29/17,True,Approved,124
460,1201,8/7/17,False,Approved,63
461,893,7/9/17,False,Approved,34
462,2794,9/5/17,True,Approved,67
463,3166,7/14/17,True,Approved,89
464,1422,10/13/17,False,Approved,117
465,3476,4/17/17,False,Approved,103
466,505,6/24/17,True,Approved,139
467,1132,10/15/17,False,Approved,152
468,2363,11/2/17,True,Approved,88
469,1816,10/11/17,False,Approved,10
470,73,4/30/17,False,Approved,143
471,647,1/21/17,True,Approved,143
472,1304,2/9/17,True,Approved,131
473,344,11/11/17,False,Approved,147
474,1001,10/7/17,True,Approved,143
475,2724,8/10/17,False,Approved,14
476,1787,8/19/17,True,Approved,167
477,367,2/12/17,,Approved,69
478,524,1/18/17,True,Approved,80
479,479,9/8/17,True,Approved,108
480,1782,4/17/17,True,Approved,165
481,361,3/15/17,True,Approved,14
482,1135,4/22/17,False,Approved,68
483,1591,2/15/17,True,Approved,152
484,941,5/4/17,True,Approved,2
485,804,3/17/17,False,Approved,148
486,2729,7/24/17,True,Approved,6
487,223,2/15/17,True,Approved,19
488,1571,9/9/17,True,Approved,106
489,2747,1/25/17,False,Approved,129
490,506,4/12/17,True,Approved,95
491,2676,12/10/17,True,Approved,39
492,547,1/11/17,True,Approved,109
493,2623,12/3/17,True,Approved,31
494,1509,11/16/17,True,Approved,97
495,479,8/9/17,True,Approved,63
496,661,11/8/17,False,Approved,43
497,1854,12/30/17,True,Approved,168
498,125,5/29/17,False,Approved,24
499,1037,7/19/17,False,Approved,7
500,1446,2/2/17,True,Approved,16
501,2810,7/25/17,True,Approved,52
502,500,6/13/17,True,Approved,40
503,2468,8/7/17,True,Approved,148
504,1785,3/10/17,False,Approved,11
505,2560,7/9/17,False,Approved,169
506,1853,12/4/17,False,Approved,169
507,3468,9/2/17,True,Approved,113
508,3389,3/24/17,False,Approved,46
509,3015,7/28/17,False,Approved,68
510,3073,4/23/17,True,Approved,170
511,683,7/4/17,True,Approved,85
512,1020,10/2/17,True,Approved,67
513,1052,11/29/17,False,Approved,121
514,1679,1/2/17,True,Approved,120
515,3330,11/18/17,False,Approved,88
516,1591,5/3/17,False,Approved,157
517,311,1/1/17,True,Approved,55
518,1996,11/25/17,False,Approved,65
519,997,10/19/17,True,Approved,40
520,1276,9/21/17,False,Approved,4
521,693,2/18/17,False,Approved,29
522,3013,1/26/17,False,Approved,136
523,2234,1/7/17,True,Approved,65
524,1171,2/10/17,True,Approved,171
525,1849,4/27/17,False,Approved,3
526,827,4/2/17,True,Approved,83
527,1499,8/27/17,True,Approved,101
528,2233,5/4/17,True,Approved,82
529,103,6/3/17,True,Approved,42
530,1202,3/31/17,,Approved,67
531,1494,6/10/17,True,Approved,7
532,1559,10/15/17,True,Approved,55
533,3381,2/9/17,False,Approved,120
534,1517,4/8/17,False,Approved,101
535,776,10/28/17,True,Approved,172
536,1018,12/3/17,True,Approved,78
537,3280,8/18/17,True,Approved,53
538,1042,3/23/17,False,Approved,119
539,1312,9/4/17,True,Approved,140
540,682,9/2/17,True,Approved,127
541,1499,4/13/17,True,Approved,59
542,1555,7/8/17,False,Approved,41
543,246,12/3/17,False,Approved,173
544,2734,5/19/17,True,Approved,116
545,2336,5/19/17,False,Approved,70
546,2391,8/21/17,True,Approved,69
547,2139,6/26/17,True,Approved,45
548,867,3/6/17,True,Approved,21
549,543,1/25/17,False,Approved,26
550,2839,9/5/17,False,Approved,40
551,3382,10/15/17,True,Approved,146
552,333,11/30/17,True,Approved,63
553,2826,10/22/17,False,Approved,89
554,1707,1/31/17,False,Approved,15
555,1198,5/8/17,True,Approved,174
556,359,9/4/17,False,Approved,46
557,170,1/16/17,True,Approved,175
558,3481,2/22/17,False,Approved,84
559,3104,3/21/17,,Approved,83
560,695,1/10/17,False,Approved,136
561,2298,1/1/17,False,Approved,91
562,753,9/23/17,False,Approved,88
563,3071,4/5/17,False,Approved,110
564,1913,11/18/17,True,Approved,70
565,2633,9/23/17,False,Approved,91
566,178,11/28/17,False,Approved,109
567,252,3/9/17,False,Approved,10
568,1032,8/4/17,True,Approved,106
569,1094,5/8/17,False,Approved,176
570,1396,12/21/17,True,Approved,141
571,1186,8/20/17,False,Approved,1
572,2770,1/27/17,True,Approved,164
573,2271,7/6/17,False,Approved,21
574,2518,1/25/17,True,Approved,21
575,3197,6/26/17,True,Approved,74
576,2538,2/26/17,False,Approved,36
577,149,5/4/17,,Approved,26
578,1579,10/13/17,True,Approved,126
579,1979,5/31/17,True,Approved,124
580,1447,4/13/17,True,Approved,169
581,2618,12/19/17,False,Approved,165
582,1224,8/3/17,True,Approved,102
583,3053,4/16/17,False,Approved,177
584,1019,9/13/17,True,Cancelled,157
585,1677,3/22/17,False,Approved,56
586,1047,4/14/17,True,Approved,72
587,1320,8/14/17,False,Approved,20
588,823,8/30/17,True,Approved,31
589,854,10/4/17,False,Approved,98
590,1141,2/16/17,True,Approved,178
591,1574,7/23/17,False,Approved,60
592,132,3/21/17,False,Approved,103
593,1399,12/14/17,True,Approved,83
594,2118,8/17/17,False,Approved,131
595,825,1/12/17,False,Approved,65
596,1691,2/1/17,False,Approved,151
597,345,8/13/17,False,Approved,15
598,1665,1/3/17,True,Approved,61
599,1059,12/8/17,True,Approved,173
600,964,6/24/17,False,Approved,43
601,1466,11/27/17,True,Approved,176
602,3477,8/23/17,True,Approved,21
603,3318,5/12/17,True,Approved,179
604,2490,3/4/17,True,Approved,89
605,3023,3/23/17,False,Approved,146
606,2878,12/30/17,False,Approved,75
607,2754,5/28/17,True,Approved,138
608,266,9/14/17,False,Approved,91
609,1409,3/29/17,False,Approved,112
610,3482,10/20/17,False,Approved,170
611,368,12/6/17,True,Approved,180
612,3275,7/20/17,False,Approved,1
613,904,3/3/17,False,Approved,25
614,2536,3/8/17,True,Approved,85
615,375,7/22/17,True,Approved,117
616,2694,7/13/17,True,Approved,102
617,3285,8/12/17,False,Approved,10
618,3016,6/27/17,True,Approved,32
619,3493,3/16/17,False,Approved,15
620,864,6/22/17,False,Approved,181
621,2510,3/27/17,False,Approved,67
622,3097,10/14/17,False,Approved,21
623,2156,3/1/17,False,Approved,45
624,1600,8/12/17,False,Approved,182
625,2033,9/15/17,False,Approved,20
626,1999,6/12/17,False,Approved,115
627,968,1/20/17,False,Approved,174
628,2060,2/17/17,True,Approved,2
629,2569,3/11/17,False,Approved,111
630,2853,10/10/17,True,Approved,97
631,818,11/20/17,False,Approved,2
632,3164,9/10/17,True,Approved,67
633,2211,9/10/17,True,Approved,71
634,2069,4/29/17,False,Approved,153
635,2296,8/31/17,True,Approved,99
636,2836,7/2/17,False,Approved,13
637,524,2/14/17,False,Approved,89
638,1436,2/11/17,False,Approved,72
639,482,4/17/17,False,Approved,63
640,760,9/5/17,False,Approved,72
641,757,10/19/17,False,Approved,90
642,1570,9/5/17,False,Approved,135
643,3245,9/28/17,False,Approved,79
644,1841,8/20/17,False,Approved,110
645,3039,4/27/17,False,Approved,171
646,2590,10/12/17,False,Approved,2
647,2175,3/5/17,True,Approved,18
648,485,10/16/17,True,Approved,62
649,606,11/1/17,False,Approved,88
650,761,4/26/17,False,Approved,82
651,3154,3/11/17,False,Approved,22
652,1739,10/23/17,True,Approved,53
653,2700,6/28/17,True,Approved,76
654,1775,6/17/17,False,Approved,56
655,46,5/12/17,False,Approved,132
656,3470,12/28/17,False,Approved,76
657,3190,2/21/17,True,Approved,7
658,3076,6/4/17,False,Approved,135
659,2240,4/18/17,True,Approved,183
660,2814,12/17/17,False,Approved,148
661,29,9/16/17,False,Approved,60
662,2072,7/26/17,False,Approved,99
663,2486,5/15/17,True,Approved,113
664,2383,1/21/17,True,Approved,111
665,759,10/9/17,True,Approved,50
666,2777,2/16/17,True,Approved,67
667,3109,6/14/17,False,Approved,24
668,3190,3/3/17,False,Approved,108
669,3420,4/7/17,False,Approved,141
670,112,1/29/17,False,Approved,123
671,2874,4/9/17,False,Approved,100
672,940,5/22/17,True,Approved,39
673,1952,7/8/17,True,Approved,12
674,1618,12/2/17,True,Approved,108
675,1817,7/5/17,True,Approved,184
676,1665,6/26/17,False,Approved,135
677,2609,7/2/17,False,Approved,185
678,626,8/6/17,False,Approved,12
679,693,12/20/17,True,Approved,112
680,2151,1/31/17,True,Approved,39
681,3085,12/5/17,True,Approved,81
682,1747,6/23/17,False,Approved,115
683,2095,12/10/17,False,Approved,69
684,1289,12/19/17,False,Approved,171
685,2347,8/20/17,False,Approved,160
686,1762,6/19/17,False,Approved,18
687,1374,5/16/17,False,Approved,169
688,836,8/1/17,False,Approved,127
689,2310,12/13/17,True,Approved,186
690,1371,11/18/17,False,Approved,61
691,1385,3/21/17,False,Approved,132
692,2744,7/11/17,False,Approved,78
693,2999,1/24/17,True,Approved,132
694,294,6/15/17,True,Approved,187
695,1282,11/22/17,False,Approved,5
696,1400,7/6/17,False,Approved,22
697,2285,11/21/17,False,Approved,93
698,623,7/2/17,True,Approved,186
699,1535,8/13/17,False,Approved,48
700,2153,8/2/17,True,Approved,57
701,2477,11/20/17,False,Approved,124
702,2368,1/5/17,True,Approved,18
703,211,10/2/17,True,Approved,85
704,1874,8/1/17,False,Approved,121
705,2243,3/26/17,False,Approved,58
706,1329,1/5/17,True,Approved,18
707,260,8/18/17,False,Approved,151
708,2587,6/2/17,True,Approved,59
709,2606,1/15/17,False,Approved,188
710,437,7/29/17,False,Approved,11
711,1117,5/5/17,True,Approved,13
712,2101,1/18/17,False,Approved,129
713,2638,6/6/17,True,Approved,44
714,2554,3/20/17,True,Approved,189
715,3393,6/29/17,False,Approved,91
716,1929,9/8/17,True,Approved,46
717,2167,2/23/17,False,Approved,11
718,2618,11/16/17,False,Approved,133
719,1753,12/3/17,False,Approved,190
720,1480,10/16/17,True,Approved,84
721,364,12/19/17,False,Approved,11
722,633,1/4/17,False,Approved,191
723,1284,7/28/17,False,Approved,118
724,521,7/29/17,True,Approved,192
725,2839,12/13/17,True,Approved,166
726,352,1/25/17,False,Approved,113
727,3486,12/9/17,False,Approved,45
728,3048,10/9/17,True,Approved,101
729,1791,1/15/17,False,Approved,165
730,1721,9/9/17,True,Approved,168
731,411,2/9/17,False,Approved,121
732,1644,12/8/17,False,Approved,13
733,679,5/12/17,True,Approved,58
734,2989,4/30/17,True,Approved,119
735,2485,7/18/17,True,Approved,39
736,459,6/30/17,True,Approved,35
737,669,1/10/17,True,Approved,82
738,2894,1/21/17,False,Approved,76
739,2184,8/16/17,False,Approved,3
740,2908,2/6/17,True,Approved,2
741,1340,12/2/17,True,Approved,104
742,2419,11/9/17,False,Approved,182
743,445,2/22/17,True,Approved,52
744,463,3/20/17,True,Approved,5
